checkpoint_a,checkpoint_b,pearson_corr,spearman_corr
fold_01_seed22,fold_07_seed33,0.9778231215053842,0.9633857012047696
fold_01_seed22,fold_08_seed11,0.9819854108220963,0.9714867742831568
fold_01_seed22,fold_08_seed22,0.9776294561447473,0.9588197166579214
fold_01_seed22,fold_08_seed33,0.9553803756794328,0.8967478420115845
fold_01_seed33,fold_02_seed11,0.9652202652353381,0.9280430465960884
fold_01_seed33,fold_02_seed22,0.9603193726740807,0.9166105949772111
fold_01_seed33,fold_02_seed33,0.95008210237387,0.922937950759797
fold_01_seed33,fold_03_seed11,0.9784958107673994,0.9562764282848235
fold_01_seed33,fold_03_seed22,0.9652968797829634,0.9196436103994979
fold_01_seed33,fold_03_seed33,0.946884292748429,0.902548432564791
fold_01_seed33,fold_04_seed11,0.9645716268432254,0.9332469109128881
fold_01_seed33,fold_04_seed22,0.9413700055302058,0.9096227249812235
fold_01_seed33,fold_04_seed33,0.9653792790238378,0.9442801732563761
fold_01_seed33,fold_05_seed11,0.9628912162821156,0.9372532074035206
fold_01_seed33,fold_05_seed22,0.9416073104920787,0.8915275162813666
fold_01_seed33,fold_05_seed33,0.9825278699357933,0.9699352860685
fold_01_seed33,fold_06_seed11,0.9640844230495098,0.9295245738037182
fold_01_seed33,fold_06_seed22,0.9776129814179012,0.9595501918783501
fold_01_seed33,fold_06_seed33,0.9711789947702709,0.9505272796485488
fold_01_seed33,fold_07_seed11,0.9492031351430747,0.916234040145272
fold_01_seed33,fold_07_seed22,0.9458283516591427,0.9019887445085754
fold_01_seed33,fold_07_seed33,0.9614890551213203,0.9371729580131074
fold_01_seed33,fold_08_seed11,0.9619123750299722,0.936545366626542
fold_01_seed33,fold_08_seed22,0.9800354160150704,0.9610152576725619
fold_01_seed33,fold_08_seed33,0.9865569935966616,0.9792545037398273
fold_02_seed11,fold_02_seed22,0.9980946364179608,0.9954792843400515
fold_02_seed11,fold_02_seed33,0.9938922988836905,0.9984855499655338
fold_02_seed11,fold_03_seed11,0.9859457811953458,0.9747090959597517
fold_02_seed11,fold_03_seed22,0.9805551567638866,0.9612786402872516
fold_02_seed11,fold_03_seed33,0.9803800098788471,0.9661018344187577
