fold,subject,nsdId,repeat_1,repeat_2,raw_cosine_same_image
fold_01,1,13613,1,1,0.9419625401496887
fold_01,1,13613,2,2,0.941397488117218
fold_01,1,13613,3,3,0.9336183667182922
fold_01,1,13653,1,1,0.9464534521102905
fold_01,1,13653,2,2,0.937831699848175
fold_01,1,13653,3,3,0.8848774433135986
fold_01,1,13662,1,1,0.9349743723869324
fold_01,1,13662,2,2,0.9182249903678894
fold_01,1,13662,3,3,0.9361125826835632
fold_01,1,13720,1,1,0.93691086769104
fold_01,1,13720,2,2,0.9321818947792053
fold_01,1,13720,3,3,0.9199738502502441
fold_01,1,14121,1,1,0.8915331959724426
fold_01,1,14121,2,2,0.8994343876838684
fold_01,1,14121,3,3,0.9022096395492554
fold_01,1,14179,1,1,0.9306473135948181
fold_01,1,14179,2,2,0.9132940769195557
fold_01,1,14179,3,3,0.945796012878418
fold_01,1,14528,1,1,0.9385007619857788
fold_01,1,14528,2,2,0.9384742975234985
fold_01,1,14528,3,3,0.9211509823799133
fold_01,1,14594,1,1,0.9084424376487732
fold_01,1,14594,2,2,0.9104158878326416
fold_01,1,14594,3,3,0.9398148059844971
fold_01,1,14610,1,1,0.9056054353713989
fold_01,1,14610,2,2,0.9307264685630798
fold_01,1,14610,3,3,0.9297364354133606
fold_01,1,14644,1,1,0.9186967015266418
fold_01,1,14644,2,2,0.8835606575012207
fold_01,1,14644,3,3,0.9324762225151062
fold_01,1,14793,1,1,0.9038076400756836
fold_01,1,14793,2,2,0.9311952590942383
fold_01,1,14793,3,3,0.9401856660842896
fold_01,1,14808,1,1,0.9180821776390076
fold_01,1,14808,2,2,0.9395012259483337
fold_01,1,14808,3,3,0.9227253794670105
fold_01,1,14820,1,1,0.9459586143493652
fold_01,1,14820,2,2,0.9289987087249756
fold_01,1,14820,3,3,0.934821605682373
fold_01,1,14898,1,1,0.9402629733085632
fold_01,1,14898,2,2,0.9260127544403076
fold_01,1,14898,3,3,0.9464918971061707
fold_01,1,14931,1,1,0.8841603994369507
fold_01,1,14931,2,2,0.9038161635398865
fold_01,1,14931,3,3,0.9152628183364868
fold_01,1,15003,1,1,0.9479326009750366
fold_01,1,15003,2,2,0.9140987992286682
fold_01,1,15003,3,3,0.9355535507202148
fold_01,1,15364,1,1,0.9450594782829285
fold_01,1,15364,2,2,0.9477142691612244
fold_01,1,15364,3,3,0.8955937027931213
fold_01,1,15492,1,1,0.9164519309997559
fold_01,1,15492,2,2,0.906381368637085
fold_01,1,15492,3,3,0.9157751202583313
fold_01,1,15506,1,1,0.9224869012832642
fold_01,1,15506,2,2,0.9264557957649231
fold_01,1,15506,3,3,0.9322470426559448
fold_01,1,15819,1,1,0.9401574730873108
fold_01,1,15819,2,2,0.8476510047912598
fold_01,1,15819,3,3,0.9254196882247925
fold_01,1,15939,1,1,0.949736475944519
fold_01,1,15939,2,2,0.9267767667770386
fold_01,1,15939,3,3,0.945148229598999
fold_01,1,16063,1,1,0.9308501482009888
fold_01,1,16063,2,2,0.9270775318145752
fold_01,1,16063,3,3,0.9356299042701721
fold_01,1,16252,1,1,0.9099740982055664
fold_01,1,16252,2,2,0.9412872791290283
fold_01,1,16252,3,3,0.9475814700126648
fold_01,1,16344,1,1,0.9206238389015198
fold_01,1,16344,2,2,0.9183369278907776
fold_01,1,16344,3,3,0.9333174824714661
