fold,subject,nsdId,repeat_1,repeat_2,raw_cosine_same_image
fold_02,2,22263,2,2,0.9283903241157532
fold_02,2,22263,3,3,0.9315142035484314
fold_02,2,22387,1,1,0.9430694580078125
fold_02,2,22387,2,2,0.9231057167053223
fold_02,2,22387,3,3,0.900964617729187
fold_02,2,22495,1,1,0.9449943900108337
fold_02,2,22495,2,2,0.8998333215713501
fold_02,2,22495,3,3,0.9235810041427612
fold_02,2,22515,1,1,0.9347214698791504
fold_02,2,22515,2,2,0.8981039524078369
fold_02,2,22515,3,3,0.9141411781311035
fold_02,2,22523,1,1,0.9277719259262085
fold_02,2,22523,2,2,0.9343324303627014
fold_02,2,22523,3,3,0.9353633522987366
fold_02,2,22530,1,1,0.9319678544998169
fold_02,2,22530,2,2,0.9344782829284668
fold_02,2,22530,3,3,0.9128302335739136
fold_02,2,22585,1,1,0.933516263961792
fold_02,2,22585,2,2,0.8683916330337524
fold_02,2,22585,3,3,0.8982425332069397
fold_02,2,22587,1,1,0.9528369903564453
fold_02,2,22587,2,2,0.9438117146492004
fold_02,2,22587,3,3,0.9027613401412964
fold_02,2,22772,1,1,0.8437775373458862
fold_02,2,22772,2,2,0.9352625608444214
fold_02,2,22772,3,3,0.9300125241279602
fold_02,2,22782,1,1,0.9074903130531311
fold_02,2,22782,2,2,0.9297611117362976
fold_02,2,22782,3,3,0.9108011722564697
fold_02,2,22794,1,1,0.9088597893714905
fold_02,2,22794,2,2,0.9252383708953857
fold_02,2,22794,3,3,0.9331027269363403
fold_02,2,22845,1,1,0.8942827582359314
fold_02,2,22845,2,2,0.9014391899108887
fold_02,2,22845,3,3,0.8862361907958984
fold_02,2,22873,1,1,0.8988046646118164
fold_02,2,22873,2,2,0.897506833076477
fold_02,2,22873,3,3,0.9381463527679443
fold_02,2,22879,1,1,0.9496490955352783
fold_02,2,22879,2,2,0.9514232873916626
fold_02,2,22879,3,3,0.9301126003265381
fold_02,2,22886,1,1,0.9502174258232117
fold_02,2,22886,2,2,0.922932505607605
fold_02,2,22886,3,3,0.9341431856155396
fold_02,2,22957,1,1,0.9346533417701721
fold_02,2,22957,2,2,0.9384155869483948
fold_02,2,22957,3,3,0.9361538290977478
fold_02,2,22967,1,1,0.9278312921524048
fold_02,2,22967,2,2,0.9248729348182678
fold_02,2,22967,3,3,0.9356200695037842
fold_02,2,22993,1,1,0.9213883280754089
fold_02,2,22993,2,2,0.9195168614387512
fold_02,2,22993,3,3,0.9313413500785828
fold_02,2,23036,1,1,0.9316766858100891
fold_02,2,23036,2,2,0.9234176874160767
fold_02,2,23036,3,3,0.9137943387031555
fold_02,2,23241,1,1,0.9487987756729126
fold_02,2,23241,2,2,0.9304964542388916
fold_02,2,23241,3,3,0.9335391521453857
fold_02,2,23492,1,1,0.9009943604469299
fold_02,2,23492,2,2,0.8942919373512268
fold_02,2,23492,3,3,0.9029814004898071
fold_02,2,23715,1,1,0.937190592288971
fold_02,2,23715,2,2,0.9353435039520264
fold_02,2,23715,3,3,0.9275636076927185
fold_02,2,23729,1,1,0.9248855113983154
fold_02,2,23729,2,2,0.8758206367492676
fold_02,2,23729,3,3,0.9468098878860474
fold_02,2,23871,1,1,0.9223586916923523
fold_02,2,23871,2,2,0.8860436677932739
fold_02,2,23871,3,3,0.9240367412567139
fold_02,2,23993,1,1,0.9427728652954102
fold_02,2,23993,2,2,0.9284490942955017
fold_02,2,23993,3,3,0.9450253844261169
fold_02,2,24202,1,1,0.9446746110916138
fold_02,2,24202,2,2,0.9397144317626953
fold_02,2,24202,3,3,0.9361010193824768
fold_02,2,24214,1,1,0.9136247634887695
fold_02,2,24214,2,2,0.898684561252594
fold_02,2,24214,3,3,0.9177453517913818
fold_02,2,24264,1,1,0.893591046333313
fold_02,2,24264,2,2,0.8875197172164917
fold_02,2,24264,3,3,0.9223827123641968
fold_02,2,24517,1,1,0.948465883731842
fold_02,2,24517,2,2,0.9085636734962463
fold_02,2,24517,3,3,0.9286556243896484
fold_02,2,24530,1,1,0.9157013893127441
fold_02,2,24530,2,2,0.9221404194831848
fold_02,2,24530,3,3,0.9324435591697693
fold_02,2,24560,1,1,0.920936107635498
fold_02,2,24560,2,2,0.9166009426116943
fold_02,2,24560,3,3,0.9285840392112732
fold_02,2,24638,1,1,0.913611114025116
fold_02,2,24638,2,2,0.9120760560035706
fold_02,2,24638,3,3,0.8874433040618896
fold_02,2,24640,1,1,0.9382964372634888
fold_02,2,24640,2,2,0.9335978031158447
fold_02,2,24640,3,3,0.9265390038490295
fold_02,2,24649,1,1,0.9169270992279053
fold_02,2,24649,2,2,0.9211210608482361
fold_02,2,24649,3,3,0.9264057874679565
fold_02,2,24739,1,1,0.9022560119628906
fold_02,2,24739,2,2,0.9238722324371338
fold_02,2,24739,3,3,0.8823720216751099
fold_02,2,24846,1,1,0.9312242269515991
fold_02,2,24846,2,2,0.9130499362945557
fold_02,2,24846,3,3,0.915774941444397
fold_02,2,25091,1,1,0.9394041299819946
fold_02,2,25091,2,2,0.8904481530189514
fold_02,2,25091,3,3,0.9226662516593933
fold_02,2,25111,1,1,0.9301000833511353
fold_02,2,25111,2,2,0.9457351565361023
fold_02,2,25111,3,3,0.9245486855506897
fold_02,2,25250,1,1,0.9429806470870972
fold_02,2,25250,2,2,0.9309991002082825
fold_02,2,25250,3,3,0.9439011216163635
fold_02,2,25268,1,1,0.9426326751708984
fold_02,2,25268,2,2,0.938607931137085
fold_02,2,25268,3,3,0.9058510065078735
fold_02,2,25284,1,1,0.937374472618103
fold_02,2,25284,2,2,0.9366893172264099
fold_02,2,25284,3,3,0.9508216977119446
fold_02,2,25287,1,1,0.926101565361023
fold_02,2,25287,2,2,0.905667781829834
fold_02,2,25287,3,3,0.9366912245750427
fold_02,2,25318,1,1,0.9272018074989319
fold_02,2,25318,2,2,0.9353947043418884
fold_02,2,25318,3,3,0.9046273827552795
fold_02,2,25319,1,1,0.9093542098999023
fold_02,2,25319,2,2,0.9265543222427368
fold_02,2,25319,3,3,0.9090648293495178
fold_02,2,25371,1,1,0.9294708967208862
fold_02,2,25371,2,2,0.9263685941696167
fold_02,2,25371,3,3,0.9394936561584473
fold_02,2,25578,1,1,0.9056217670440674
fold_02,2,25578,2,2,0.936478853225708
fold_02,2,25578,3,3,0.8990344405174255
fold_02,2,25581,1,1,0.9211978912353516
fold_02,2,25581,2,2,0.9257693290710449
fold_02,2,25581,3,3,0.9173028469085693
fold_02,2,25588,1,1,0.9415535926818848
fold_02,2,25588,2,2,0.9202332496643066
fold_02,2,25588,3,3,0.9243370294570923
fold_02,2,25602,1,1,0.8936885595321655
fold_02,2,25602,2,2,0.9230961799621582
fold_02,2,25602,3,3,0.8237839937210083
fold_02,2,25693,1,1,0.9057924747467041
fold_02,2,25693,2,2,0.8661948442459106
fold_02,2,25693,3,3,0.9187545776367188
fold_02,2,25702,1,1,0.927322268486023
fold_02,2,25702,2,2,0.9166206121444702
fold_02,2,25702,3,3,0.8736218810081482
fold_02,2,25741,1,1,0.9388976693153381
fold_02,2,25741,2,2,0.9365363717079163
fold_02,2,25741,3,3,0.9318361282348633
fold_02,2,25746,1,1,0.9388163685798645
fold_02,2,25746,2,2,0.902316153049469
fold_02,2,25746,3,3,0.8963040113449097
fold_02,2,25881,1,1,0.9191886782646179
fold_02,2,25881,2,2,0.9130248427391052
fold_02,2,25881,3,3,0.8888059854507446
fold_02,2,26119,1,1,0.9031311273574829
fold_02,2,26119,2,2,0.8737491965293884
fold_02,2,26119,3,3,0.901846706867218
fold_02,2,26127,1,1,0.9400549530982971
fold_02,2,26127,2,2,0.915233850479126
fold_02,2,26127,3,3,0.937552273273468
fold_02,2,26163,1,1,0.9556933045387268
fold_02,2,26163,2,2,0.9214884042739868
fold_02,2,26163,3,3,0.920308530330658
fold_02,2,26292,1,1,0.9190785884857178
fold_02,2,26292,2,2,0.9427676200866699
fold_02,2,26292,3,3,0.9159067273139954
fold_02,2,26307,1,1,0.8314635753631592
fold_02,2,26307,2,2,0.9201518297195435
fold_02,2,26307,3,3,0.9298622608184814
fold_02,2,26351,1,1,0.9438107013702393
fold_02,2,26351,2,2,0.9306499361991882
fold_02,2,26351,3,3,0.9339798092842102
fold_02,2,26372,1,1,0.9226945042610168
fold_02,2,26372,2,2,0.9316508769989014
fold_02,2,26372,3,3,0.9122333526611328
fold_02,2,26435,1,1,0.9267516136169434
fold_02,2,26435,2,2,0.8971245288848877
fold_02,2,26435,3,3,0.8383057713508606
fold_02,2,26458,1,1,0.9267650246620178
fold_02,2,26458,2,2,0.9369403123855591
fold_02,2,26458,3,3,0.9187588095664978
fold_02,2,26598,1,1,0.9214173555374146
fold_02,2,26598,2,2,0.8574362397193909
fold_02,2,26598,3,3,0.9314791560173035
fold_02,2,26720,1,1,0.93843013048172
fold_02,2,26720,2,2,0.9383364319801331
fold_02,2,26720,3,3,0.9233099818229675
fold_02,2,26780,1,1,0.9216371774673462
fold_02,2,26780,2,2,0.9400222897529602
fold_02,2,26780,3,3,0.8872997164726257
fold_02,2,26895,1,1,0.9374760389328003
fold_02,2,26895,2,2,0.9118082523345947
fold_02,2,26895,3,3,0.9219767451286316
fold_02,2,26909,1,1,0.9265013933181763
fold_02,2,26909,2,2,0.927696704864502
fold_02,2,26909,3,3,0.8877812623977661
fold_02,2,26990,1,1,0.9183371067047119
fold_02,2,26990,2,2,0.9375889301300049
fold_02,2,26990,3,3,0.9207655787467957
fold_02,2,27242,1,1,0.9279637336730957
fold_02,2,27242,2,2,0.9140903949737549
fold_02,2,27242,3,3,0.7945006489753723
fold_02,2,27275,1,1,0.9396259188652039
fold_02,2,27275,2,2,0.9207363724708557
fold_02,2,27275,3,3,0.9290404319763184
fold_02,2,27287,1,1,0.9234443306922913
fold_02,2,27287,2,2,0.9037980437278748
fold_02,2,27287,3,3,0.9072548151016235
fold_02,2,27326,1,1,0.9246774315834045
fold_02,2,27326,2,2,0.93758624792099
fold_02,2,27326,3,3,0.9012148976325989
fold_02,2,27435,1,1,0.9320993423461914
fold_02,2,27435,2,2,0.9270018339157104
fold_02,2,27435,3,3,0.9360203146934509
fold_02,2,27568,1,1,0.9247966408729553
fold_02,2,27568,2,2,0.9311703443527222
fold_02,2,27568,3,3,0.9162561297416687
fold_02,2,27580,1,1,0.869635820388794
fold_02,2,27580,2,2,0.9343156814575195
fold_02,2,27580,3,3,0.9186239838600159
fold_02,2,27830,1,1,0.9109663367271423
fold_02,2,27830,2,2,0.8836520910263062
fold_02,2,27830,3,3,0.8987983465194702
fold_02,2,27878,1,1,0.9132531881332397
fold_02,2,27878,2,2,0.9382259845733643
fold_02,2,27878,3,3,0.9153831601142883
fold_02,2,27972,1,1,0.9266440868377686
fold_02,2,27972,2,2,0.818329930305481
fold_02,2,27972,3,3,0.8827630281448364
fold_02,2,28024,1,1,0.9089270830154419
fold_02,2,28024,2,2,0.8865623474121094
fold_02,2,28024,3,3,0.911417543888092
fold_02,2,28068,1,1,0.9378088116645813
fold_02,2,28068,2,2,0.9324896931648254
fold_02,2,28068,3,3,0.936656653881073
fold_02,2,28096,1,1,0.9524725079536438
fold_02,2,28096,2,2,0.9184349179267883
fold_02,2,28096,3,3,0.9352434873580933
fold_02,2,28159,1,1,0.9571834802627563
fold_02,2,28159,2,2,0.9465534687042236
fold_02,2,28159,3,3,0.9579464793205261
fold_02,2,28189,1,1,0.931748628616333
fold_02,2,28189,2,2,0.9365528225898743
fold_02,2,28189,3,3,0.9411488771438599
fold_02,2,28286,1,1,0.8623577952384949
fold_02,2,28286,2,2,0.9381493926048279
fold_02,2,28286,3,3,0.9403445720672607
fold_02,2,28303,1,1,0.9017385244369507
fold_02,2,28303,2,2,0.9350523352622986
fold_02,2,28303,3,3,0.9222590923309326
fold_02,2,28319,1,1,0.9302382469177246
fold_02,2,28319,2,2,0.9426931738853455
fold_02,2,28319,3,3,0.8963163495063782
fold_02,2,28325,1,1,0.9248977303504944
fold_02,2,28325,2,2,0.9356773495674133
fold_02,2,28325,3,3,0.9041907787322998
fold_02,2,28349,1,1,0.9385324120521545
fold_02,2,28349,2,2,0.9323902726173401
fold_02,2,28349,3,3,0.9196949601173401
fold_02,2,28418,1,1,0.9376261830329895
fold_02,2,28418,2,2,0.9049016237258911
fold_02,2,28418,3,3,0.9295817613601685
fold_02,2,28524,1,1,0.9243082404136658
fold_02,2,28524,2,2,0.9393841624259949
fold_02,2,28524,3,3,0.9482658505439758
fold_02,2,28595,1,1,0.890778124332428
fold_02,2,28595,2,2,0.928192675113678
fold_02,2,28595,3,3,0.9362366199493408
fold_02,2,28745,1,1,0.9145126938819885
fold_02,2,28745,2,2,0.9212635159492493
fold_02,2,28745,3,3,0.9166041612625122
fold_02,2,28751,1,1,0.869388222694397
fold_02,2,28751,2,2,0.9423068165779114
fold_02,2,28751,3,3,0.9408059120178223
fold_02,2,28755,1,1,0.927228569984436
fold_02,2,28755,2,2,0.9428727626800537
fold_02,2,28755,3,3,0.8753210306167603
fold_02,2,28788,1,1,0.9140716791152954
fold_02,2,28788,2,2,0.9265730977058411
fold_02,2,28788,3,3,0.909117579460144
fold_02,2,29021,1,1,0.9230736494064331
fold_02,2,29021,2,2,0.9391986131668091
fold_02,2,29021,3,3,0.9401770234107971
fold_02,2,29381,1,1,0.9360871315002441
fold_02,2,29381,2,2,0.9155197143554688
fold_02,2,29381,3,3,0.9400999546051025
fold_02,2,29711,1,1,0.932011067867279
fold_02,2,29711,2,2,0.932453453540802
fold_02,2,29711,3,3,0.9244576096534729
fold_02,2,29837,1,1,0.9206913709640503
fold_02,2,29837,2,2,0.9352591037750244
fold_02,2,29837,3,3,0.947422981262207
fold_02,2,29886,1,1,0.9542592763900757
fold_02,2,29886,2,2,0.9408880472183228
fold_02,2,29886,3,3,0.9086686372756958
fold_02,2,29919,1,1,0.9157804846763611
fold_02,2,29919,2,2,0.9217840433120728
fold_02,2,29919,3,3,0.9346408247947693
fold_02,2,29980,1,1,0.872265100479126
fold_02,2,29980,2,2,0.9274110198020935
fold_02,2,29980,3,3,0.8863088488578796
fold_02,2,30081,1,1,0.9425218105316162
fold_02,2,30081,2,2,0.9297272562980652
fold_02,2,30081,3,3,0.9423419833183289
fold_02,2,30373,1,1,0.8974394798278809
fold_02,2,30373,2,2,0.9255331754684448
fold_02,2,30373,3,3,0.9327437877655029
fold_02,2,30395,1,1,0.9336467981338501
fold_02,2,30395,2,2,0.92672199010849
fold_02,2,30395,3,3,0.9347350001335144
fold_02,2,30407,1,1,0.9348039031028748
fold_02,2,30407,2,2,0.9189359545707703
fold_02,2,30407,3,3,0.925897479057312
fold_02,2,30430,1,1,0.9256740808486938
fold_02,2,30430,2,2,0.9425672292709351
fold_02,2,30430,3,3,0.9137176871299744
fold_02,2,30563,1,1,0.9464276432991028
fold_02,2,30563,2,2,0.9532795548439026
fold_02,2,30563,3,3,0.9404319524765015
fold_02,2,30601,1,1,0.8961976766586304
fold_02,2,30601,2,2,0.9173901677131653
fold_02,2,30601,3,3,0.831558883190155
fold_02,2,30632,1,1,0.9441640973091125
fold_02,2,30632,2,2,0.9184298515319824
fold_02,2,30632,3,3,0.9429384469985962
fold_02,2,30672,1,1,0.9326890707015991
fold_02,2,30672,2,2,0.914959192276001
fold_02,2,30672,3,3,0.952629804611206
fold_02,2,30847,1,1,0.9380981922149658
fold_02,2,30847,2,2,0.9039530158042908
fold_02,2,30847,3,3,0.886626660823822
fold_02,2,30856,1,1,0.9150451421737671
fold_02,2,30856,2,2,0.9342242479324341
fold_02,2,30856,3,3,0.9399824142456055
fold_02,2,30887,1,1,0.8974490165710449
fold_02,2,30887,2,2,0.9245443344116211
fold_02,2,30887,3,3,0.916685938835144
fold_02,2,30954,1,1,0.9405689835548401
fold_02,2,30954,2,2,0.92429119348526
fold_02,2,30954,3,3,0.9427617192268372
fold_02,2,31028,1,1,0.9311164021492004
fold_02,2,31028,2,2,0.9321028590202332
fold_02,2,31028,3,3,0.8835809230804443
fold_02,2,31233,1,1,0.946498453617096
fold_02,2,31233,2,2,0.8812763094902039
fold_02,2,31233,3,3,0.9304112195968628
fold_02,2,31659,1,1,0.9385821223258972
fold_02,2,31659,2,2,0.9382176399230957
fold_02,2,31659,3,3,0.8967055678367615
fold_02,2,31747,1,1,0.9319319128990173
fold_02,2,31747,2,2,0.9275864362716675
fold_02,2,31747,3,3,0.9421647191047668
fold_02,2,31801,1,1,0.9454485774040222
fold_02,2,31801,2,2,0.8971208333969116
fold_02,2,31801,3,3,0.9317474961280823
fold_02,2,31837,1,1,0.917323112487793
fold_02,2,31837,2,2,0.9364787340164185
fold_02,2,31837,3,3,0.9314529895782471
fold_02,2,31936,1,1,0.9291077852249146
fold_02,2,31936,2,2,0.9335486888885498
fold_02,2,31936,3,3,0.9505140781402588
fold_02,2,31964,1,1,0.9325380325317383
fold_02,2,31964,2,2,0.9451591968536377
fold_02,2,31964,3,3,0.9438717365264893
fold_02,2,32053,1,1,0.9294545650482178
fold_02,2,32053,2,2,0.9333915710449219
fold_02,2,32053,3,3,0.9100140333175659
fold_02,2,32232,1,1,0.9147233963012695
fold_02,2,32232,2,2,0.9014771580696106
fold_02,2,32232,3,3,0.9220827221870422
fold_02,2,32303,1,1,0.9185774326324463
fold_02,2,32303,2,2,0.8953808546066284
fold_02,2,32303,3,3,0.915757417678833
fold_02,2,32307,1,1,0.93096524477005
fold_02,2,32307,2,2,0.9414281845092773
fold_02,2,32307,3,3,0.8936065435409546
fold_02,2,32625,1,1,0.9013293385505676
fold_02,2,32625,2,2,0.938633918762207
fold_02,2,32625,3,3,0.911547839641571
fold_02,2,32716,1,1,0.9138851761817932
fold_02,2,32716,2,2,0.9076608419418335
fold_02,2,32716,3,3,0.9040489196777344
fold_02,2,32772,1,1,0.9192134737968445
fold_02,2,32772,2,2,0.9252134561538696
fold_02,2,32772,3,3,0.9347801804542542
fold_02,2,32891,1,1,0.9340330958366394
fold_02,2,32891,2,2,0.9324468970298767
fold_02,2,32891,3,3,0.9217854738235474
fold_02,2,32910,1,1,0.9162451028823853
fold_02,2,32910,2,2,0.934428870677948
fold_02,2,32910,3,3,0.9282132983207703
fold_02,2,33131,1,1,0.8891462087631226
fold_02,2,33131,2,2,0.9257539510726929
fold_02,2,33131,3,3,0.9086083769798279
fold_02,2,33171,1,1,0.9459911584854126
fold_02,2,33171,2,2,0.947778046131134
fold_02,2,33171,3,3,0.9140030145645142
fold_02,2,33189,1,1,0.8723767399787903
fold_02,2,33189,2,2,0.9041357636451721
fold_02,2,33189,3,3,0.905931830406189
fold_02,2,33245,1,1,0.9333029985427856
fold_02,2,33245,2,2,0.9409257173538208
fold_02,2,33245,3,3,0.9277327060699463
fold_02,2,33289,1,1,0.9087162017822266
fold_02,2,33289,2,2,0.91143798828125
fold_02,2,33289,3,3,0.9162329435348511
fold_02,2,33521,1,1,0.8988004922866821
fold_02,2,33521,2,2,0.9284176826477051
fold_02,2,33521,3,3,0.8947569131851196
fold_02,2,33543,1,1,0.8686349987983704
fold_02,2,33543,2,2,0.9231804609298706
fold_02,2,33543,3,3,0.8753570914268494
fold_02,2,33813,1,1,0.9229526519775391
fold_02,2,33813,2,2,0.9219186305999756
fold_02,2,33813,3,3,0.9244906902313232
fold_02,2,34068,1,1,0.9165197014808655
fold_02,2,34068,2,2,0.9332607984542847
fold_02,2,34068,3,3,0.9158238172531128
fold_02,2,34089,1,1,0.9118521213531494
fold_02,2,34089,2,2,0.9154187440872192
fold_02,2,34089,3,3,0.9263184666633606
fold_02,2,34126,1,1,0.9196006655693054
fold_02,2,34126,2,2,0.9310753345489502
fold_02,2,34126,3,3,0.9283461570739746
fold_02,2,34186,1,1,0.9159850478172302
fold_02,2,34186,2,2,0.9096168279647827
fold_02,2,34186,3,3,0.9273788928985596
fold_02,2,34238,1,1,0.9296976327896118
fold_02,2,34238,2,2,0.9315588474273682
fold_02,2,34238,3,3,0.8912903070449829
fold_02,2,34418,1,1,0.9349420070648193
fold_02,2,34418,2,2,0.8995817303657532
fold_02,2,34418,3,3,0.9357094764709473
fold_02,2,34603,1,1,0.899540364742279
fold_02,2,34603,2,2,0.8615743517875671
fold_02,2,34603,3,3,0.8910840153694153
fold_02,2,34829,1,1,0.9354230761528015
fold_02,2,34829,2,2,0.9152317643165588
fold_02,2,34829,3,3,0.9349019527435303
fold_02,2,34850,1,1,0.9338462352752686
fold_02,2,34850,2,2,0.9361626505851746
fold_02,2,34850,3,3,0.9404736757278442
fold_02,2,34874,1,1,0.9231227040290833
fold_02,2,34874,2,2,0.9122547507286072
fold_02,2,34874,3,3,0.9241369962692261
fold_02,2,35743,1,1,0.9375741481781006
fold_02,2,35743,2,2,0.9187936782836914
fold_02,2,35743,3,3,0.9073852300643921
fold_02,2,35752,1,1,0.9157619476318359
fold_02,2,35752,2,2,0.948138952255249
fold_02,2,35752,3,3,0.9169343113899231
fold_02,2,35790,1,1,0.8915292024612427
fold_02,2,35790,2,2,0.9235043525695801
fold_02,2,35790,3,3,0.9115928411483765
fold_02,2,35798,1,1,0.9307018518447876
fold_02,2,35798,2,2,0.9404057264328003
fold_02,2,35798,3,3,0.9485546350479126
fold_02,2,35986,1,1,0.9165582060813904
fold_02,2,35986,2,2,0.9394446611404419
fold_02,2,35986,3,3,0.9394662976264954
fold_02,2,36067,1,1,0.9154659509658813
fold_02,2,36067,2,2,0.9178646802902222
fold_02,2,36067,3,3,0.9244930148124695
fold_02,2,36258,1,1,0.9213022589683533
fold_02,2,36258,2,2,0.913960874080658
fold_02,2,36258,3,3,0.9228330850601196
fold_02,2,36476,1,1,0.9419877529144287
fold_02,2,36476,2,2,0.9089037775993347
fold_02,2,36476,3,3,0.9361737370491028
fold_02,2,36569,1,1,0.9240254163742065
fold_02,2,36569,2,2,0.9204891324043274
fold_02,2,36569,3,3,0.9212360382080078
fold_02,2,36576,1,1,0.9337857961654663
fold_02,2,36576,2,2,0.91594398021698
fold_02,2,36576,3,3,0.9435124397277832
fold_02,2,36623,1,1,0.924017608165741
fold_02,2,36623,2,2,0.9369067549705505
fold_02,2,36623,3,3,0.9287365078926086
fold_02,2,36682,1,1,0.95074462890625
fold_02,2,36682,2,2,0.9539276957511902
fold_02,2,36682,3,3,0.9442889094352722
fold_02,2,36731,1,1,0.9295184016227722
fold_02,2,36731,2,2,0.9392634034156799
fold_02,2,36731,3,3,0.9205508232116699
fold_02,2,36759,1,1,0.9366025924682617
fold_02,2,36759,2,2,0.8751509785652161
fold_02,2,36759,3,3,0.9171397089958191
fold_02,2,36910,1,1,0.9475406408309937
fold_02,2,36910,2,2,0.949468731880188
fold_02,2,36910,3,3,0.952624499797821
fold_02,2,36945,1,1,0.9391427040100098
fold_02,2,36945,2,2,0.9213911890983582
fold_02,2,36945,3,3,0.9234339594841003
fold_02,2,36974,1,1,0.9425114393234253
fold_02,2,36974,2,2,0.9377558827400208
fold_02,2,36974,3,3,0.9414049386978149
fold_02,2,36978,1,1,0.9541943669319153
fold_02,2,36978,2,2,0.9059129953384399
fold_02,2,36978,3,3,0.9472965002059937
fold_02,2,37059,1,1,0.9302458763122559
fold_02,2,37059,2,2,0.934319794178009
fold_02,2,37059,3,3,0.9529131650924683
fold_02,2,37221,1,1,0.9363104701042175
fold_02,2,37221,2,2,0.938613772392273
fold_02,2,37221,3,3,0.9088722467422485
fold_02,2,37224,1,1,0.9499890804290771
fold_02,2,37224,2,2,0.9525507688522339
fold_02,2,37224,3,3,0.925341784954071
fold_02,2,37436,1,1,0.8968632817268372
fold_02,2,37436,2,2,0.8684551119804382
fold_02,2,37436,3,3,0.9312387704849243
fold_02,2,37494,1,1,0.930129885673523
fold_02,2,37494,2,2,0.9420402646064758
fold_02,2,37494,3,3,0.9287601709365845
fold_02,2,37736,1,1,0.9125194549560547
fold_02,2,37736,2,2,0.9118716716766357
fold_02,2,37736,3,3,0.9082402586936951
fold_02,2,37927,1,1,0.8735992908477783
fold_02,2,37927,2,2,0.921156108379364
fold_02,2,37927,3,3,0.9139554500579834
fold_02,2,38022,1,1,0.9297177791595459
fold_02,2,38022,2,2,0.9287091493606567
fold_02,2,38022,3,3,0.8972675800323486
fold_02,2,38025,1,1,0.9301311373710632
fold_02,2,38025,2,2,0.926042914390564
fold_02,2,38025,3,3,0.9423196315765381
fold_02,2,38246,1,1,0.9468882083892822
fold_02,2,38246,2,2,0.9437486529350281
fold_02,2,38246,3,3,0.9461999535560608
fold_02,2,38297,1,1,0.9226739406585693
fold_02,2,38297,2,2,0.9251960515975952
fold_02,2,38297,3,3,0.9171316623687744
fold_02,2,38310,1,1,0.9442524313926697
fold_02,2,38310,2,2,0.9110641479492188
fold_02,2,38310,3,3,0.9266594648361206
fold_02,2,38358,1,1,0.9155561923980713
fold_02,2,38358,2,2,0.9060012698173523
fold_02,2,38358,3,3,0.9109959602355957
fold_02,2,38486,1,1,0.9172237515449524
fold_02,2,38486,2,2,0.9417021870613098
fold_02,2,38486,3,3,0.9203624129295349
fold_02,2,38494,1,1,0.941201388835907
fold_02,2,38494,2,2,0.9498831033706665
fold_02,2,38494,3,3,0.9451392292976379
fold_02,2,38641,1,1,0.9539633393287659
fold_02,2,38641,2,2,0.9253424406051636
fold_02,2,38641,3,3,0.9345066547393799
fold_02,2,38794,1,1,0.9394672513008118
fold_02,2,38794,2,2,0.9197826981544495
fold_02,2,38794,3,3,0.9234203696250916
fold_02,2,38817,1,1,0.9460734128952026
fold_02,2,38817,2,2,0.9481784701347351
fold_02,2,38817,3,3,0.9278307557106018
fold_02,2,38829,1,1,0.929784893989563
fold_02,2,38829,2,2,0.9384218454360962
fold_02,2,38829,3,3,0.9404047727584839
fold_02,2,38853,1,1,0.9412782192230225
fold_02,2,38853,2,2,0.9385298490524292
fold_02,2,38853,3,3,0.9445439577102661
fold_02,2,38978,1,1,0.9391777515411377
fold_02,2,38978,2,2,0.9326025247573853
fold_02,2,38978,3,3,0.9422070980072021
fold_02,2,39289,1,1,0.9208602905273438
fold_02,2,39289,2,2,0.9137730598449707
fold_02,2,39289,3,3,0.9205691814422607
fold_02,2,39369,1,1,0.9352051615715027
fold_02,2,39369,2,2,0.8771365880966187
fold_02,2,39369,3,3,0.9068760275840759
fold_02,2,39402,1,1,0.9315499663352966
fold_02,2,39402,2,2,0.9450129270553589
fold_02,2,39402,3,3,0.9129565954208374
fold_02,2,39841,1,1,0.9316945672035217
fold_02,2,39841,2,2,0.9266389012336731
fold_02,2,39841,3,3,0.9380228519439697
fold_02,2,39997,1,1,0.9240710735321045
fold_02,2,39997,2,2,0.9065908789634705
fold_02,2,39997,3,3,0.9117045998573303
fold_02,2,40153,1,1,0.9320768117904663
fold_02,2,40153,2,2,0.8725710511207581
fold_02,2,40153,3,3,0.9341065883636475
fold_02,2,40235,1,1,0.9252443909645081
fold_02,2,40235,2,2,0.9236277341842651
fold_02,2,40235,3,3,0.9350446462631226
fold_02,2,40423,1,1,0.9244881272315979
fold_02,2,40423,2,2,0.9504510164260864
fold_02,2,40423,3,3,0.9100167751312256
fold_02,2,40548,1,1,0.9502298831939697
fold_02,2,40548,2,2,0.9154989719390869
fold_02,2,40548,3,3,0.9151619076728821
fold_02,2,40575,1,1,0.910106360912323
fold_02,2,40575,2,2,0.911310613155365
fold_02,2,40575,3,3,0.8819345235824585
fold_02,2,40721,1,1,0.9211950302124023
fold_02,2,40721,2,2,0.9226347208023071
fold_02,2,40721,3,3,0.8802529573440552
fold_02,2,40770,1,1,0.9335693120956421
fold_02,2,40770,2,2,0.9223874807357788
fold_02,2,40770,3,3,0.9186694025993347
fold_02,2,40840,1,1,0.943968653678894
fold_02,2,40840,2,2,0.9314000606536865
fold_02,2,40840,3,3,0.933059811592102
fold_02,2,40846,1,1,0.9428138732910156
fold_02,2,40846,2,2,0.9208472967147827
