nsdId,mean_same_image_similarity,std_same_image_similarity,n_pairs
8435,0.9282694707314173,0.015385043873745046,12
65253,0.9283447588483492,0.016781900987065782,24
7039,0.9283638919393221,0.016158545493860543,24
46372,0.9283829356233279,0.018736267107669704,24
71450,0.928384450574716,0.022965897369664392,24
3842,0.9283878530065218,0.019122983021676344,24
30856,0.9284032334884008,0.024418901888555514,24
48260,0.9284039090077082,0.01965462961720076,24
29886,0.9284224833051363,0.024490398786885942,24
38829,0.9284383704264959,0.018319780474484716,24
55405,0.9284703930219015,0.01952445631142007,24
22772,0.9284842809041342,0.028196995810322933,18
53370,0.9285725876688957,0.03130985911662862,24
37736,0.928580716252327,0.013779104837014243,12
14808,0.9286087354024252,0.011274437117317739,12
6444,0.9286118820309639,0.016936564668557683,24
45945,0.928616444269816,0.018600861216689715,24
72605,0.9286418805519739,0.01804719855736638,24
36731,0.9286533296108246,0.02523959909961032,24
65445,0.928661490480105,0.027891895048309686,24
46002,0.9286826550960541,0.014622553416146777,12
41653,0.9287297874689102,0.022371128821956302,24
9027,0.9287976995110512,0.025723441181761442,24
13662,0.9288197408119837,0.019018224441515245,12
38853,0.9288280134399732,0.021597973877643836,24
33521,0.9288517932097117,0.02106614427699413,24
61873,0.928856834769249,0.018276229836638482,24
30430,0.9289098232984543,0.019931255174577146,24
58144,0.9289113614294264,0.023953479798672083,18
52652,0.92891992131869,0.02323593953350346,18
24517,0.9289402514696121,0.027783942108880962,24
38358,0.9289455860853195,0.022723053255547267,24
42697,0.928958589831988,0.0286089268738344,24
21192,0.9289706870913506,0.014351934454672128,24
65821,0.9289743767844306,0.01644481102313789,18
47408,0.9289765084783236,0.027356242401693924,24
28319,0.9289825235803922,0.015262683573283016,24
42912,0.9289933641751608,0.017523743690057283,24
9917,0.9290060897668203,0.024801749883313764,24
6521,0.9290283024311066,0.025611970181129543,24
3682,0.9290446018179258,0.020873767857073858,24
61738,0.9290662656227747,0.025829647764519632,24
36682,0.9290682640340593,0.026232682342306413,18
8843,0.9290689362419976,0.016969444497177348,18
25091,0.9290714934468269,0.019732154808532132,24
53570,0.9290766144792239,0.01950185647195646,24
17048,0.9291315202911695,0.02015128927321022,24
45213,0.9291395594676336,0.02058750156191768,24
69240,0.9291568721334139,0.02109596557408379,24
11952,0.9291571925083796,0.0247109656802329,24
25287,0.929183155298233,0.014198715480216294,12
57435,0.9291969860593478,0.016271546268835143,24
14898,0.9291998669505119,0.02314608589881411,24
42166,0.9292484521865845,0.021681157057452986,24
68471,0.9292504092057546,0.016180392414056843,18
56784,0.9292708858847618,0.021096070050119757,24
43984,0.9292993744214376,0.018792159363823828,24
57906,0.9293102920055389,0.02002474261160518,12
62228,0.929313118259112,0.024378520315649143,24
5714,0.9293165256579717,0.02005489919648463,12
34126,0.929316888252894,0.014761103061601914,24
46380,0.9293801883856455,0.030420182636079977,24
22587,0.9293828705946604,0.02572682176632567,24
50811,0.9293894916772842,0.02549718430791976,24
20080,0.9294397657116255,0.02190934220701961,24
41162,0.9294488951563835,0.020616704248908525,24
69813,0.9294604609409968,0.024393246565178703,24
67295,0.9294698139031728,0.024462441799514838,24
55649,0.9294973040620486,0.01979863432070819,24
35790,0.9295615951220194,0.02022248437421086,18
48379,0.9295675588978661,0.02355311367293674,18
69130,0.9295684496561686,0.013247497169898438,12
12308,0.9295971840620041,0.023456974844349672,24
47293,0.9295981725056967,0.02817954079198667,24
32232,0.9296464025974274,0.01593814951206383,24
4768,0.9296589990456899,0.019130178450719897,12
16917,0.9296867077549299,0.03155753156197318,24
28303,0.9297020965152316,0.01787321327392101,18
14594,0.9297258804241816,0.025762919636869688,24
53152,0.9297399371862411,0.022703422758074163,24
52070,0.9297447552283605,0.020285383099145425,24
61510,0.9297555908560753,0.019723852679208495,24
6801,0.9297580718994141,0.017265116623660724,24
38641,0.9297866299748421,0.019025042381134005,24
15506,0.929807203511397,0.02739454917445287,24
46460,0.9298388759295145,0.018514284987069352,24
49480,0.9298480699459711,0.018953346539440648,24
31028,0.929873468975226,0.02285440585577411,24
22515,0.9298877492547035,0.026784287664197066,24
3171,0.9299505725502968,0.021797229189354995,24
37221,0.9299566100041071,0.027448339595768114,24
12796,0.9300297771890959,0.017980001499146036,24
38486,0.9300434241692225,0.016365821385247597,24
38978,0.9300437122583389,0.02144818626905703,24
8006,0.9301035553216934,0.024677291380356046,24
20054,0.9301037713885307,0.01905262683009363,24
54257,0.9301085844635963,0.02416376879812769,24
62561,0.9302015056212743,0.01608556397030041,12
60251,0.9302670831481615,0.014762956504613668,24
55669,0.9302807624141375,0.019695712044643467,24
28189,0.9303210029999415,0.02296955269787019,24
44971,0.9303367187579473,0.020143625579602222,24
44980,0.9303552905718485,0.025649146916859725,24
62302,0.9303578188021978,0.014682782705741844,24
42781,0.9303799569606781,0.01692122387883022,24
48622,0.9303800414005915,0.016025901182567588,12
50653,0.9303802326321602,0.021966856850017796,24
65148,0.9303811366359392,0.021912606763144965,24
49944,0.9303841814398766,0.025521535955536735,24
66216,0.9303852319717407,0.02240628745440974,24
16723,0.9303957720597585,0.020807850510690017,18
20820,0.9303988367319107,0.01913971936326923,24
38025,0.9304401377836863,0.022586616365877957,24
22886,0.9304464956124624,0.019756378240546685,18
3687,0.930462176601092,0.019001135909705515,24
62006,0.9304793799916903,0.018093983069817875,24
23036,0.9304874415198962,0.020212158378235683,24
48530,0.9304939384261767,0.020116710890176637,24
10244,0.930508258442084,0.01698087680973626,24
40770,0.9305357560515404,0.01473653560791275,24
69854,0.9305378446976343,0.02225529651574265,24
41097,0.9305772508184115,0.020385778124530976,24
22523,0.9306080689032873,0.019008526858335015,24
4129,0.9306093023882972,0.013604143826587645,18
20650,0.9306452944874763,0.017543246460670264,24
3847,0.9306804090738297,0.024545047350715703,24
53881,0.9306886494159698,0.014781192324035668,24
25284,0.9307086989283562,0.025053265997146582,24
25741,0.9307097991307577,0.020504759818022213,24
22794,0.9307410642504692,0.017580393670948876,24
42563,0.9307873124877611,0.027353198289639884,24
6558,0.9307953748438094,0.020487581070894063,18
41814,0.9308213392893473,0.02667046416176542,24
3489,0.9308281416694323,0.01768087202893717,24
17549,0.9308426305651665,0.021475983347526848,24
31964,0.9308901429176331,0.02051986294749384,24
66489,0.9309364433089892,0.01561060051049894,24
68814,0.9309512426455816,0.023273496025008285,24
