model,graph_encoder,fold,seed,lambda_clip,AUROC,AUPRC,balanced_accuracy,R@1,R@5,R@10,MRR,image_R@1,image_R@5,image_R@10,image_MRR,image_median_rank,brain_R@1,brain_R@5,brain_R@10,brain_MRR,brain_median_rank,best_val_metric,best_epoch,status,metrics_path,lambda_cross,readout,roi_id_mode,loss,clip_temperature,temperature,test_loss,n_test_pairs,n_nodes,node_feature_dim,clip_dim
regraph_vlm_v0,bnt_token_flat,fold_01,11,2.0,0.8336808182996377,0.801029542009297,0.7578328981723237,0.0130548302872062,0.0617928633594429,0.1066144473455178,0.0504760927247743,0.0117493472584856,0.0578764142732811,0.1018276762402088,0.0475893903372667,94.0,0.0178416013925152,0.0709312445604873,0.1318537859007832,0.060308782981605,69.0,0.7810404164179261,4,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/regraph_readout_ablation/gated_clip_controls/random_embedding/bnt_token_flat_gated_flat_clip/lambda_2/fold_01/seed_11/metrics.json,0.0,gated_flat,normal,bce_infonce_clip,0.07,0.1,0.6788920693235672,4596,180,4,512
regraph_vlm_v0,bnt_token_flat,fold_04,11,2.0,0.8613479121500612,0.8430148203079603,0.7776699029126213,0.0401294498381877,0.1300970873786407,0.2207119741100323,0.1016573175305598,0.0368932038834951,0.1313915857605178,0.2142394822006472,0.1012160609340006,42.0,0.0427184466019417,0.148220064724919,0.233009708737864,0.1075419699066329,39.0,0.7920532880887297,11,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/regraph_readout_ablation/gated_clip_controls/random_embedding/bnt_token_flat_gated_flat_clip/lambda_2/fold_04/seed_11/metrics.json,0.0,gated_flat,normal,bce_infonce_clip,0.07,0.1,0.4732278658927065,3090,180,4,512
