model,graph_encoder,readout,fold,seed,lambda_clip,lambda_cross,AUROC,AUPRC,balanced_accuracy,R@1,R@5,R@10,MRR,image_R@1,image_R@5,image_R@10,image_MRR,image_median_rank,brain_R@1,brain_R@5,brain_R@10,brain_MRR,brain_median_rank,best_val_metric,best_epoch,status,metrics_path,loss,clip_temperature,temperature,test_loss,n_test_pairs,n_nodes,node_feature_dim,clip_dim,roi_id_mode
regraph_vlm_v0,bnt_token_flat,gated_flat,fold_01,33,2.0,0.0,0.8435812046801964,0.8215888225734284,0.7621845082680592,0.0200174064403829,0.0735422106179286,0.1283724978241949,0.0607295514801193,0.0174064403829416,0.067449956483899,0.1205395996518712,0.056648583969719,81.0,0.0230635335073977,0.0865970409051349,0.1523063533507397,0.0723665739146631,57.0,0.7901756370377353,10,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_allfold_final/bnt_token_flat_gated_flat_clip/lambda_2/fold_01/seed_33/metrics.json,bce_infonce_clip,0.07,0.1,0.4876508599680543,4596,180,4,512,normal
regraph_vlm_v0,bnt_token_flat,gated_flat,fold_02,11,2.0,0.0,0.8459676784065456,0.8229199960367368,0.7669712793733682,0.016100957354221,0.0752828546562228,0.1309834638816362,0.0575665630463991,0.0174064403829416,0.0709312445604873,0.1275021758050478,0.0581698846472602,79.0,0.0195822454308094,0.0887728459530026,0.1536118363794604,0.0692329611321326,55.0,0.7918077942208398,6,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_gated_allfold_seed11/bnt_token_flat_gated_flat_clip/lambda_2/fold_02/seed_11/metrics.json,bce_infonce_clip,0.07,0.1,0.5294904848406686,4596,180,4,512,normal
regraph_vlm_v0,bnt_token_flat,gated_flat,fold_02,22,2.0,0.0,0.839352303172017,0.8180577345846782,0.7560922541340296,0.0169712793733681,0.0726718885987815,0.1209747606614447,0.0574341359649632,0.0195822454308094,0.0687554395126196,0.1179286335944299,0.0585569607290634,81.0,0.0217580504786771,0.0939947780678851,0.154917319408181,0.0720954304987596,58.0,0.7914385060902169,6,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_allfold_final/bnt_token_flat_gated_flat_clip/lambda_2/fold_02/seed_22/metrics.json,bce_infonce_clip,0.07,0.1,0.5269251754742482,4596,180,4,512,normal
regraph_vlm_v0,bnt_token_flat,gated_flat,fold_02,33,2.0,0.0,0.8465809372966692,0.8236564006754795,0.7691470844212358,0.0126196692776327,0.0691906005221932,0.1279373368146214,0.0550026324478467,0.0121845082680591,0.0731070496083551,0.1309834638816362,0.0554918100959712,72.0,0.0178416013925152,0.0765883376849434,0.144473455178416,0.0653953183363857,57.0,0.7877070830845927,3,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_allfold_final/bnt_token_flat_gated_flat_clip/lambda_2/fold_02/seed_33/metrics.json,bce_infonce_clip,0.07,0.1,0.6358632312534788,4596,180,4,512,normal
regraph_vlm_v0,bnt_token_flat,gated_flat,fold_03,11,2.0,0.0,0.8478739151343511,0.8310004546261074,0.7621916236374068,0.0349971313826735,0.1193344807802639,0.1933448078026391,0.0900900178791339,0.036144578313253,0.1101549053356282,0.1784279977051061,0.087796244843733,52.0,0.0321285140562249,0.1210556511761331,0.2002294893861159,0.0930812905056721,44.0,0.7911812821399021,9,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_gated_allfold_seed11/bnt_token_flat_gated_flat_clip/lambda_2/fold_03/seed_11/metrics.json,bce_infonce_clip,0.07,0.1,0.4919073273242375,3486,180,4,512,normal
regraph_vlm_v0,bnt_token_flat,gated_flat,fold_03,22,2.0,0.0,0.8517249063461452,0.8370726204213847,0.7621916236374068,0.0321285140562249,0.1153184165232358,0.1864601262191623,0.0866108710238093,0.0384394721744119,0.114744693057946,0.2019506597819851,0.0926273074071914,49.0,0.0413080895008605,0.1371199082042455,0.2088353413654618,0.1028719588775567,43.0,0.7915262722426452,9,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_allfold_final/bnt_token_flat_gated_flat_clip/lambda_2/fold_03/seed_22/metrics.json,bce_infonce_clip,0.07,0.1,0.4877560007558495,3486,180,4,512,normal
regraph_vlm_v0,bnt_token_flat,gated_flat,fold_03,33,2.0,0.0,0.8467407866035077,0.8307134065285574,0.7616179001721171,0.0327022375215146,0.1107286288009179,0.1847389558232931,0.0866544560717067,0.0292598967297762,0.1141709695926563,0.1899024670109007,0.0857441747399441,49.0,0.0372920252438324,0.1256454388984509,0.2048192771084337,0.097552227267506,44.0,0.7863304741257423,6,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_allfold_final/bnt_token_flat_gated_flat_clip/lambda_2/fold_03/seed_33/metrics.json,bce_infonce_clip,0.07,0.1,0.5320711023870447,3486,180,4,512,normal
regraph_vlm_v0,bnt_token_flat,gated_flat,fold_04,11,2.0,0.0,0.8703063436704684,0.8543876491501043,0.7825242718446602,0.0427184466019417,0.1585760517799352,0.23042071197411,0.1112169284823704,0.0478964401294498,0.144336569579288,0.2155339805825242,0.1065526904586403,44.0,0.0478964401294498,0.1501618122977346,0.2401294498381877,0.1128741495571587,38.0,0.7961470868549764,8,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_gated_allfold_seed11/bnt_token_flat_gated_flat_clip/lambda_2/fold_04/seed_11/metrics.json,bce_infonce_clip,0.07,0.1,0.4850865358673639,3090,180,4,512,normal
regraph_vlm_v0,bnt_token_flat,gated_flat,fold_04,22,2.0,0.0,0.8687682366125198,0.8509847932454364,0.7828478964401295,0.0381877022653721,0.146925566343042,0.229126213592233,0.1053670196330178,0.0394822006472491,0.1320388349514563,0.2084142394822006,0.0998065004623693,42.0,0.0362459546925566,0.1365695792880258,0.2245954692556634,0.1036054912502672,39.0,0.8012383615588442,6,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_allfold_final/bnt_token_flat_gated_flat_clip/lambda_2/fold_04/seed_22/metrics.json,bce_infonce_clip,0.07,0.1,0.498737651495486,3090,180,4,512,normal
regraph_vlm_v0,bnt_token_flat,gated_flat,fold_04,33,2.0,0.0,0.8739908463463936,0.8554733032380186,0.7857605177993527,0.0498381877022653,0.1579288025889967,0.2368932038834951,0.1159789696936909,0.0420711974110032,0.1346278317152103,0.2194174757281553,0.1028078233896159,43.0,0.0284789644012945,0.1449838187702265,0.2427184466019417,0.0989856991896059,39.0,0.7992455043411778,6,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_allfold_final/bnt_token_flat_gated_flat_clip/lambda_2/fold_04/seed_33/metrics.json,bce_infonce_clip,0.07,0.1,0.4817833773526559,3090,180,4,512,normal
regraph_vlm_v0,bnt_token_flat,gated_flat,fold_05,11,2.0,0.0,0.8850318057629103,0.8622646337891158,0.8037423846823324,0.0287206266318537,0.1131418624891209,0.1832027850304612,0.0842543314205819,0.0304612706701479,0.1100957354221061,0.1814621409921671,0.0851571549072511,50.0,0.0343777197563098,0.118798955613577,0.2040905134899913,0.0937509163976465,45.0,0.7853193829138782,6,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_gated_allfold_seed11/bnt_token_flat_gated_flat_clip/lambda_2/fold_05/seed_11/metrics.json,bce_infonce_clip,0.07,0.1,0.498880539566045,4596,180,4,512,normal
regraph_vlm_v0,bnt_token_flat,gated_flat,fold_05,22,2.0,0.0,0.8776237482019783,0.8580822551532088,0.7961270670147955,0.0261096605744125,0.1026979982593559,0.1688424717145343,0.0771929721371786,0.0248041775456919,0.0922541340295909,0.1771105308964316,0.0762621978530648,53.0,0.0322019147084421,0.1122715404699739,0.1875543951261967,0.0888194077820706,44.0,0.7960465432913354,6,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_allfold_final/bnt_token_flat_gated_flat_clip/lambda_2/fold_05/seed_22/metrics.json,bce_infonce_clip,0.07,0.1,0.4975517691219236,4596,180,4,512,normal
regraph_vlm_v0,bnt_token_flat,gated_flat,fold_05,33,2.0,0.0,0.8722899959930344,0.8486868646027463,0.79177545691906,0.0243690165361183,0.0961705831157528,0.1592689295039164,0.0748934953850956,0.0239338555265448,0.0809399477806788,0.1475195822454308,0.0693530810043014,64.0,0.0256744995648389,0.1026979982593559,0.1832027850304612,0.079556325194363,51.0,0.7851970549114483,10,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_allfold_final/bnt_token_flat_gated_flat_clip/lambda_2/fold_05/seed_33/metrics.json,bce_infonce_clip,0.07,0.1,0.4543710908130317,4596,180,4,512,normal
regraph_vlm_v0,bnt_token_flat,gated_flat,fold_06,11,2.0,0.0,0.8354674332112484,0.8202222638337253,0.7518646012621917,0.0240963855421686,0.0877796901893287,0.1554790590935169,0.071118344750785,0.0206540447504302,0.1015490533562822,0.1589213998852553,0.0716092730618617,68.0,0.0327022375215146,0.1095811818703385,0.1749856569133677,0.0850827442221758,55.0,0.7736219771472859,8,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_gated_allfold_seed11/bnt_token_flat_gated_flat_clip/lambda_2/fold_06/seed_11/metrics.json,bce_infonce_clip,0.07,0.1,0.5029823907271105,3486,180,4,512,normal
regraph_vlm_v0,bnt_token_flat,gated_flat,fold_06,22,2.0,0.0,0.8270343895045801,0.8065530080263936,0.7524383247274813,0.0223752151462994,0.0814687320711417,0.1434308663224326,0.0659152727182386,0.0206540447504302,0.0728628800917957,0.1290877796901893,0.0612785436379424,75.0,0.0281124497991967,0.0975329890992541,0.1572002294893861,0.0760019120537246,60.0,0.7671015175794137,11,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_allfold_final/bnt_token_flat_gated_flat_clip/lambda_2/fold_06/seed_22/metrics.json,bce_infonce_clip,0.07,0.1,0.5096468303782189,3486,180,4,512,normal
regraph_vlm_v0,bnt_token_flat,gated_flat,fold_06,33,2.0,0.0,0.8292753013529407,0.8134554067786651,0.7406769936890418,0.0218014916810097,0.0866322432587492,0.1405622489959839,0.0670458372886731,0.0258175559380378,0.0912220309810671,0.144578313253012,0.0709284959365172,72.0,0.0292598967297762,0.1044176706827309,0.1709695926563396,0.0814461051062921,60.0,0.7770576345031995,7,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_allfold_final/bnt_token_flat_gated_flat_clip/lambda_2/fold_06/seed_33/metrics.json,bce_infonce_clip,0.07,0.1,0.5196125636275856,3486,180,4,512,normal
regraph_vlm_v0,bnt_token_flat,gated_flat,fold_07,11,2.0,0.0,0.7152764995633241,0.6881804261832798,0.6473020017406441,0.0039164490861618,0.0248041775456919,0.0487380330722367,0.0244468834652008,0.0047867711053089,0.0274151436031331,0.0535248041775456,0.026965481359203,178.0,0.0100087032201914,0.0382941688424717,0.0696257615317667,0.0366811448356416,129.5,0.795750777641625,7,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_gated_allfold_seed11/bnt_token_flat_gated_flat_clip/lambda_2/fold_07/seed_11/metrics.json,bce_infonce_clip,0.07,0.1,0.6481097480128183,4596,180,4,512,normal
regraph_vlm_v0,bnt_token_flat,gated_flat,fold_07,22,2.0,0.0,0.7065020780926541,0.6865012498175909,0.6403394255874674,0.0052219321148825,0.0278503046127067,0.0487380330722367,0.0261085228253303,0.0039164490861618,0.0282854656222802,0.0543951261966927,0.0261880230080032,198.0,0.0087032201914708,0.0343777197563098,0.067449956483899,0.0346473568042378,130.0,0.7969195965689508,8,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_allfold_final/bnt_token_flat_gated_flat_clip/lambda_2/fold_07/seed_22/metrics.json,bce_infonce_clip,0.07,0.1,0.658620088903462,4596,180,4,512,normal
regraph_vlm_v0,bnt_token_flat,gated_flat,fold_07,33,2.0,0.0,0.7113823008769119,0.6863711018975165,0.6459965187119234,0.0047867711053089,0.0291557876414273,0.0535248041775456,0.0265746293058543,0.0060922541340295,0.0291557876414273,0.0513489991296779,0.0270559885244155,178.0,0.0087032201914708,0.0395996518711923,0.0726718885987815,0.0368775934665441,120.0,0.7980662121259727,7,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_allfold_final/bnt_token_flat_gated_flat_clip/lambda_2/fold_07/seed_33/metrics.json,bce_infonce_clip,0.07,0.1,0.6518570429039997,4596,180,4,512,normal
regraph_vlm_v0,bnt_token_flat,gated_flat,fold_08,11,2.0,0.0,0.7914814465705219,0.7772797388688846,0.7038834951456311,0.0239482200647249,0.0880258899676375,0.1365695792880258,0.0690049135248541,0.0181229773462783,0.0679611650485436,0.1313915857605178,0.0600848207003914,71.0,0.0207119741100323,0.0847896440129449,0.1521035598705501,0.0697742807914762,62.0,0.7263371259376413,11,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_gated_allfold_seed11/bnt_token_flat_gated_flat_clip/lambda_2/fold_08/seed_11/metrics.json,bce_infonce_clip,0.07,0.1,0.5536202111290497,3090,180,4,512,normal
regraph_vlm_v0,bnt_token_flat,gated_flat,fold_08,22,2.0,0.0,0.7893976812140635,0.7756956207540837,0.7106796116504854,0.0226537216828478,0.0938511326860841,0.1488673139158576,0.0709427159507176,0.0168284789644012,0.0815533980582524,0.1275080906148867,0.060283840866066,68.0,0.0148867313915857,0.089967637540453,0.1592233009708737,0.0669952345455348,59.0,0.7412274721803725,17,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_allfold_final/bnt_token_flat_gated_flat_clip/lambda_2/fold_08/seed_22/metrics.json,bce_infonce_clip,0.07,0.1,0.5979908994100627,3090,180,4,512,normal
regraph_vlm_v0,bnt_token_flat,gated_flat,fold_08,33,2.0,0.0,0.7735025816654623,0.766471752365552,0.6993527508090616,0.0271844660194174,0.0880258899676375,0.1352750809061488,0.070886301578986,0.0245954692556634,0.0828478964401294,0.1378640776699029,0.0673123760186262,75.0,0.0194174757281553,0.0932038834951456,0.1546925566343042,0.0682442935849872,65.0,0.7363778318604516,19,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_allfold_final/bnt_token_flat_gated_flat_clip/lambda_2/fold_08/seed_33/metrics.json,bce_infonce_clip,0.07,0.1,0.6741179701194022,3090,180,4,512,normal
regraph_vlm_v0,roi_mlp,flat,fold_01,11,2.0,0.0,0.820077207940306,0.7860516220365094,0.7456483899042645,0.0156657963446475,0.0648389904264577,0.1040034812880765,0.0523750261838999,0.0126196692776327,0.0574412532637075,0.0926892950391645,0.0472272407934173,100.5,0.016100957354221,0.0704960835509138,0.1235857267188859,0.0588188495599364,72.0,0.7907139640347294,10,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_allfold_seed11/roi_mlp_clip/lambda_2/fold_01/seed_11/metrics.json,bce_infonce_clip,0.07,0.1,0.5554125756155003,4596,180,4,512,
regraph_vlm_v0,roi_mlp,flat,fold_01,22,2.0,0.0,0.8174189006068016,0.7858951632068313,0.740426457789382,0.016100957354221,0.06266318537859,0.1087902523933855,0.0526484221537582,0.0152306353350739,0.0487380330722367,0.0974760661444734,0.0481179555341191,96.0,0.0226283724978241,0.0783289817232376,0.1331592689295039,0.0640819491012098,69.0,0.8019857353819084,18,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_allfold_final/roi_mlp_clip/lambda_2/fold_01/seed_22/metrics.json,bce_infonce_clip,0.07,0.1,0.5185804224927286,4596,180,4,512,normal
regraph_vlm_v0,roi_mlp,flat,fold_01,33,2.0,0.0,0.8285088785722781,0.7944325323632049,0.7541340295909487,0.0152306353350739,0.0613577023498694,0.109225413402959,0.0520476815768891,0.0156657963446475,0.0600522193211488,0.1087902523933855,0.0519222759258079,91.0,0.0217580504786771,0.0879025239338555,0.1514360313315927,0.0679711154669656,65.0,0.8005865041212388,15,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_allfold_final/roi_mlp_clip/lambda_2/fold_01/seed_33/metrics.json,bce_infonce_clip,0.07,0.1,0.5236099121672263,4596,180,4,512,normal
regraph_vlm_v0,roi_mlp,flat,fold_02,11,2.0,0.0,0.840837683049778,0.8077334909254735,0.7669712793733681,0.0174064403829416,0.0630983463881636,0.1174934725848564,0.0554208499012455,0.0169712793733681,0.0596170583115752,0.1074847693646649,0.0512582130071196,91.0,0.0139251523063533,0.0639686684073107,0.1318537859007832,0.0561377419106334,67.0,0.7882648903970424,10,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_allfold_seed11/roi_mlp_clip/lambda_2/fold_02/seed_11/metrics.json,bce_infonce_clip,0.07,0.1,0.5171127984117071,4596,180,4,512,
regraph_vlm_v0,roi_mlp,flat,fold_02,22,2.0,0.0,0.8315661781804438,0.7945874258558808,0.7621845082680592,0.0174064403829416,0.0696257615317667,0.118798955613577,0.0556100232000055,0.0165361183637946,0.0591818973020017,0.1031331592689295,0.0509155883492675,88.0,0.0165361183637946,0.0644038294168842,0.1283724978241949,0.0588765210339329,64.0,0.7871480189775977,9,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_allfold_final/roi_mlp_clip/lambda_2/fold_02/seed_22/metrics.json,bce_infonce_clip,0.07,0.1,0.5362440325365158,4596,180,4,512,normal
regraph_vlm_v0,roi_mlp,flat,fold_02,33,2.0,0.0,0.8286111357285747,0.7973394185080547,0.7399912967798086,0.0169712793733681,0.0691906005221932,0.1166231505657093,0.054012087965383,0.0143603133159268,0.0617928633594429,0.109225413402959,0.0503492032955292,91.0,0.0204525674499564,0.0791993037423846,0.1309834638816362,0.0641737349968141,63.0,0.7872066693897215,12,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_allfold_final/roi_mlp_clip/lambda_2/fold_02/seed_33/metrics.json,bce_infonce_clip,0.07,0.1,0.514848335864131,4596,180,4,512,normal
regraph_vlm_v0,roi_mlp,flat,fold_03,11,2.0,0.0,0.8396138442796677,0.8192604946240445,0.7544463568559954,0.0286861732644865,0.099827882960413,0.1686746987951807,0.0810391722140764,0.0252438324727481,0.1032702237521514,0.1663798049340218,0.076611440044292,59.0,0.0269650028686173,0.1164658634538152,0.1847389558232931,0.0834334604514547,49.0,0.7954191933473675,22,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_allfold_seed11/roi_mlp_clip/lambda_2/fold_03/seed_11/metrics.json,bce_infonce_clip,0.07,0.1,0.4912001423567653,3486,180,4,512,
regraph_vlm_v0,roi_mlp,flat,fold_03,22,2.0,0.0,0.8415101270585168,0.8230672363654105,0.7550200803212852,0.0258175559380378,0.0963855421686747,0.165806081468732,0.0760999489555633,0.0258175559380378,0.1026965002868617,0.1703958691910499,0.0779908690488686,57.0,0.0344234079173838,0.114744693057946,0.195639701663798,0.0903539458061937,47.0,0.7897931525643845,13,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_allfold_final/roi_mlp_clip/lambda_2/fold_03/seed_22/metrics.json,bce_infonce_clip,0.07,0.1,0.5032525644928849,3486,180,4,512,normal
regraph_vlm_v0,roi_mlp,flat,fold_03,33,2.0,0.0,0.8473380449097431,0.8221452090884213,0.7544463568559954,0.0315547905909351,0.1044176706827309,0.1709695926563396,0.0828669781039361,0.0304073436603557,0.1026965002868617,0.1635111876075731,0.0807067206479761,55.0,0.0309810671256454,0.1210556511761331,0.1910499139414802,0.0887785888340378,45.0,0.8018412040091746,12,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_allfold_final/roi_mlp_clip/lambda_2/fold_03/seed_33/metrics.json,bce_infonce_clip,0.07,0.1,0.5149968006422105,3486,180,4,512,normal
regraph_vlm_v0,roi_mlp,flat,fold_04,11,2.0,0.0,0.8592013070663274,0.8369956247020431,0.7644012944983819,0.0297734627831715,0.1229773462783171,0.2103559870550161,0.0898811780121081,0.0310679611650485,0.1203883495145631,0.1954692556634304,0.0897509532401976,47.0,0.0394822006472491,0.1255663430420712,0.2155339805825242,0.0999139983498201,40.0,0.8019266660382693,16,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_allfold_seed11/roi_mlp_clip/lambda_2/fold_04/seed_11/metrics.json,bce_infonce_clip,0.07,0.1,0.4745394439758992,3090,180,4,512,
regraph_vlm_v0,roi_mlp,flat,fold_04,22,2.0,0.0,0.8628476869743719,0.8381121173331775,0.7802588996763754,0.0388349514563106,0.1197411003236245,0.2,0.0956492483792866,0.0323624595469255,0.1210355987055016,0.1948220064724919,0.0901271657841377,50.0,0.0323624595469255,0.1300970873786407,0.2174757281553398,0.095199173185361,42.0,0.805870487322085,22,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_allfold_final/roi_mlp_clip/lambda_2/fold_04/seed_22/metrics.json,bce_infonce_clip,0.07,0.1,0.4577877313187978,3090,180,4,512,normal
regraph_vlm_v0,roi_mlp,flat,fold_04,33,2.0,0.0,0.8593240540002723,0.8340872699095693,0.7776699029126213,0.0349514563106796,0.1210355987055016,0.2077669902912621,0.0943269484795687,0.0284789644012945,0.115210355987055,0.1864077669902912,0.08502284956765,51.0,0.029126213592233,0.1132686084142394,0.2071197411003236,0.0889873195165425,42.0,0.8028319770425529,18,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_allfold_final/roi_mlp_clip/lambda_2/fold_04/seed_33/metrics.json,bce_infonce_clip,0.07,0.1,0.467623106329958,3090,180,4,512,normal
regraph_vlm_v0,roi_mlp,flat,fold_05,11,2.0,0.0,0.8730644992694294,0.8513666643648012,0.7778503046127067,0.0243690165361183,0.1005221932114882,0.165361183637946,0.0757760862918198,0.0200174064403829,0.0739773716275021,0.1353350739773716,0.0626037154053102,64.0,0.0200174064403829,0.0892080069625761,0.1657963446475195,0.0709556531060866,57.0,0.7885740618552383,14,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_allfold_seed11/roi_mlp_clip/lambda_2/fold_05/seed_11/metrics.json,bce_infonce_clip,0.07,0.1,0.4720963901079043,4596,180,4,512,
regraph_vlm_v0,roi_mlp,flat,fold_05,22,2.0,0.0,0.8707702463488515,0.8486644365505676,0.7919930374238469,0.0291557876414273,0.1040034812880765,0.1631853785900783,0.0783876441588403,0.0230635335073977,0.0948651000870322,0.1553524804177545,0.0731521969955868,58.0,0.0308964316797214,0.1005221932114882,0.170147954743255,0.0812150713920604,51.0,0.7848924916999194,17,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_allfold_final/roi_mlp_clip/lambda_2/fold_05/seed_22/metrics.json,bce_infonce_clip,0.07,0.1,0.4578061287718508,4596,180,4,512,normal
regraph_vlm_v0,roi_mlp,flat,fold_05,33,2.0,0.0,0.8754672583947445,0.8556873119238234,0.7865535248041775,0.0256744995648389,0.0918189730200174,0.1479547432550043,0.0742465038009593,0.02088772845953,0.0905134899912967,0.15970409051349,0.0703653323389465,58.0,0.0234986945169712,0.1013925152306353,0.170147954743255,0.0773401265625125,50.0,0.7932480807699961,14,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_allfold_final/roi_mlp_clip/lambda_2/fold_05/seed_33/metrics.json,bce_infonce_clip,0.07,0.1,0.4725360263939833,4596,180,4,512,normal
regraph_vlm_v0,roi_mlp,flat,fold_06,11,2.0,0.0,0.8172220066233297,0.7833640882490849,0.751004016064257,0.0218014916810097,0.0711417096959265,0.1181870338496844,0.0607800614881985,0.0218014916810097,0.0631095811818703,0.1279403327596098,0.0605258038588601,74.0,0.0235226620768789,0.0877796901893287,0.1503155479059093,0.0694448403140199,65.0,0.7708096898859459,13,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_allfold_seed11/roi_mlp_clip/lambda_2/fold_06/seed_11/metrics.json,bce_infonce_clip,0.07,0.1,0.524249387553418,3486,180,4,512,
regraph_vlm_v0,roi_mlp,flat,fold_06,22,2.0,0.0,0.8225087877121139,0.7931602419050644,0.7452667814113597,0.0200803212851405,0.06368330464716,0.123350545037292,0.0583970494057497,0.0120481927710843,0.0545037292025243,0.1118760757314974,0.0500179248326209,79.0,0.0177854274239816,0.0717154331612163,0.1353987378083763,0.0604227819354693,70.0,0.7784815827232643,8,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_allfold_final/roi_mlp_clip/lambda_2/fold_06/seed_22/metrics.json,bce_infonce_clip,0.07,0.1,0.5533135417064441,3486,180,4,512,normal
regraph_vlm_v0,roi_mlp,flat,fold_06,33,2.0,0.0,0.8209884040711654,0.7903015490867309,0.7504302925989672,0.0200803212851405,0.0728628800917957,0.1222030981067125,0.0607587993045663,0.0143430866322432,0.0682730923694779,0.1256454388984509,0.0570596148122385,73.0,0.0160642570281124,0.0900745840504876,0.1428571428571428,0.0648938065113589,64.0,0.7753685026340319,13,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_allfold_final/roi_mlp_clip/lambda_2/fold_06/seed_33/metrics.json,bce_infonce_clip,0.07,0.1,0.5215506239725267,3486,180,4,512,normal
regraph_vlm_v0,roi_mlp,flat,fold_07,11,2.0,0.0,0.7000471897839798,0.6699004024448872,0.6353350739773717,0.0091383812010443,0.0282854656222802,0.0513489991296779,0.0282336434553954,0.0039164490861618,0.0248041775456919,0.0448215839860748,0.0237749249317895,184.0,0.0060922541340295,0.0248041775456919,0.0513489991296779,0.0282907025379768,136.0,0.789581801614981,8,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_allfold_seed11/roi_mlp_clip/lambda_2/fold_07/seed_11/metrics.json,bce_infonce_clip,0.07,0.1,0.6541916294861504,4596,180,4,512,
regraph_vlm_v0,roi_mlp,flat,fold_07,22,2.0,0.0,0.7054408760484199,0.674732888567768,0.6340295909486511,0.0078328981723237,0.0274151436031331,0.0530896431679721,0.0280027690754852,0.0065274151436031,0.0282854656222802,0.0483028720626631,0.0265425339619977,176.0,0.0052219321148825,0.0278503046127067,0.0530896431679721,0.0287457039665346,134.0,0.7903553586577434,5,ok,/gpfsnyu/scratch/xh2906/ReGraph-VLM/preproc_v0/repetition_familiarity/results/cross_subject_allfold_final/roi_mlp_clip/lambda_2/fold_07/seed_22/metrics.json,bce_infonce_clip,0.07,0.1,0.7625077923450188,4596,180,4,512,normal
